ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
1373-1107-1345,1373,Level 2 - Use of Force,2014-04-28T17:42:00,SW,W,W1,1107,1345,White,Male
1377-1133-1345,1377,Level 2 - Use of Force,2014-04-27T18:38:00,SW,W,W1,1133,1345,White,Male
1379-1258-1345,1379,Level 2 - Use of Force,2014-04-27T16:41:00,SW,W,W1,1258,1345,White,Male
1382-1233-1345,1382,Level 2 - Use of Force,2014-04-27T18:34:00,SW,W,W1,1233,1345,White,Male
1387-1694-1345,1387,Level 2 - Use of Force,2014-04-27T18:49:00,SW,W,W1,1694,1345,White,Male
1376-1706-1345,1376,Level 2 - Use of Force,2014-04-27T18:29:00,SW,W,W1,1706,1345,White,Male
1388-1800-1345,1388,Level 2 - Use of Force,2014-04-27T18:32:00,SW,W,W1,1800,1345,White,Male
1383-775-1345,1383,Level 2 - Use of Force,2014-04-27T18:32:00,SW,W,W1,775,1345,White,Male
636-1640-610,636,Level 2 - Use of Force,2014-07-26T03:07:00,E,E,E3,1640,610,White,Male
1013-1754-610,1013,Level 2 - Use of Force,2014-07-26T03:00:00,E,E,E2,1754,610,White,Male
4227-1443-3724,4227,Level 1 - Use of Force,2015-03-18T02:30:00,E,E,E2,1443,3724,White,Male
4228-1801-3724,4228,Level 1 - Use of Force,2015-03-18T02:30:00,E,E,E2,1801,3724,White,Male
4229-1793-3724,4229,Level 1 - Use of Force,2015-03-18T02:13:00,E,E,E2,1793,3724,White,Male
1072-1651-1077,1072,Level 1 - Use of Force,2014-09-09T04:45:00,E,G,G1,1651,1077,White,Female
1148-1741-1154,1148,Level 1 - Use of Force,2014-09-14T11:26:00,E,G,G1,1741,1154,White,Female
888-1170-912,888,Level 2 - Use of Force,2014-08-19T19:39:00,S,S,S3,1170,912,Asian,Male
899-1264-912,899,Level 2 - Use of Force,2014-08-19T20:30:00,S,S,S3,1264,912,Asian,Male
696-1607-708,696,Level 1 - Use of Force,2014-07-30T22:57:00,S,S,S1,1607,708,White,Female
697-1150-708,697,Level 1 - Use of Force,2014-07-30T23:00:00,S,S,S1,1150,708,White,Female
698-1803-708,698,Level 1 - Use of Force,2014-07-30T22:57:00,S,S,S1,1803,708,White,Female
644-1807-620,644,Level 1 - Use of Force,2014-07-27T13:46:00,S,S,S2,1807,620,Hispanic or Latino,Male
659-1773-620,659,Level 1 - Use of Force,2014-07-27T13:45:00,S,S,S2,1773,620,Hispanic or Latino,Male
1416-1769-1361,1416,Level 1 - Use of Force,2014-04-18T23:31:00,N,L,L3,1769,1361,Hispanic or Latino,Male
1417-1763-1361,1417,Level 1 - Use of Force,2014-04-18T23:31:00,N,L,L3,1763,1361,Hispanic or Latino,Male
1408-1756-1360,1408,Level 1 - Use of Force,2014-04-16T23:23:00,N,B,B3,1756,1360,White,Male
1409-1744-1360,1409,Level 1 - Use of Force,2014-04-16T23:23:00,N,B,B3,1744,1360,White,Male
1405-612-1359,1405,Level 1 - Use of Force,2014-04-16T16:10:00,SW,W,W1,612,1359,Hispanic or Latino,Male
1407-612-1359,1407,Level 1 - Use of Force,2014-04-16T16:10:00,SW,W,W1,612,1359,Hispanic or Latino,Male
10216-1692-2393,10216,Level 1 - Use of Force,2016-03-19T10:36:00,SW,W,W1,1692,2393,White,Male
1400-1618-1356,1400,Level 1 - Use of Force,2014-04-15T19:54:00,E,C,C2,1618,1356,White,Female
1401-1622-1357,1401,Level 1 - Use of Force,2014-04-15T19:54:00,E,C,C2,1622,1357,White,Female
1402-1622-1357,1402,Level 1 - Use of Force,2014-04-15T19:54:00,E,C,C2,1622,1357,White,Female
1421-1168-1364,1421,Level 1 - Use of Force,2014-04-19T00:07:00,W,K,K1,1168,1364,Hispanic or Latino,Male
1422-1737-1364,1422,Level 1 - Use of Force,2014-04-19T00:07:00,W,K,K1,1737,1364,Hispanic or Latino,Male
11733-456-8966,11733,Level 1 - Use of Force,2016-07-08T12:30:00,W,K,K1,456,8966,Asian,Female
11735-2119-8966,11735,Level 1 - Use of Force,2016-07-08T12:24:00,W,K,K1,2119,8966,Asian,Female
1423-1181-1365,1423,Level 1 - Use of Force,2014-04-24T00:51:00,S,S,S2,1181,1365,Black or African American,Male
1426-1758-1367,1426,Level 1 - Use of Force,2014-04-21T05:28:00,W,Q,Q1,1758,1367,Black or African American,Male
1427-934-1367,1427,Level 1 - Use of Force,2014-04-21T05:28:00,W,Q,Q1,934,1367,Black or African American,Male
1428-756-1367,1428,Level 1 - Use of Force,2014-04-21T05:28:00,W,Q,Q1,756,1367,Black or African American,Male
1429-1055-1367,1429,Level 1 - Use of Force,2014-04-21T05:30:00,W,Q,Q1,1055,1367,Black or African American,Male
1430-1780-1368,1430,Level 1 - Use of Force,2014-04-21T00:26:00,S,R,R1,1780,1368,Black or African American,Female
909-1575-935,909,Level 1 - Use of Force,2014-08-22T19:30:00,S,R,R1,1575,935,White,Female
771-1631-781,771,Level 1 - Use of Force,2014-08-07T15:32:00,S,R,R3,1631,781,White,Female
724-1625-741,724,Level 1 - Use of Force,2014-08-03T11:30:00,S,R,R3,1625,741,Black or African American,Male
631-1259-601,631,Level 1 - Use of Force,2014-07-24T19:00:00,S,S,S2,1259,601,,Female
632-1597-601,632,Level 1 - Use of Force,2014-07-24T18:34:00,S,S,S2,1597,601,,Female
1779-1538-28,1779,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1538,28,White,Male
1234-1690-36,1234,Level 2 - Use of Force,2014-05-01T23:30:00,E,E,E2,1690,36,White,Male
1432-162-36,1432,Level 2 - Use of Force,2014-05-01T23:30:00,E,E,E2,162,36,White,Male
1435-1703-36,1435,Level 2 - Use of Force,2014-05-01T23:30:00,E,E,E2,1703,36,White,Male
1818-1670-1708,1818,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1670,1708,,
1821-1551-1708,1821,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1551,1708,,
1822-1672-1708,1822,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1672,1708,,
1813-1629-1708,1813,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1629,1708,,
1815-1582-1708,1815,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1582,1708,,
1803-1616-1708,1803,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1616,1708,,
1830-1634-1708,1830,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1634,1708,,
1834-1051-1708,1834,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1051,1708,,
1826-1558-1708,1826,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1558,1708,,
1828-1194-1708,1828,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1194,1708,,
1816-1588-1708,1816,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1588,1708,,
1817-1642-1708,1817,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1642,1708,,
1793-1585-1708,1793,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1585,1708,,
1844-1711-1708,1844,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1711,1708,,
1846-1225-1708,1846,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1225,1708,,
1835-1707-1708,1835,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,1707,1708,,
1838-898-1708,1838,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,898,1708,,
1841-639-1708,1841,Level 1 - Use of Force,2014-05-01T22:50:00,E,E,E2,639,1708,,
1439-1186-1374,1439,Level 1 - Use of Force,2014-04-25T21:35:00,S,R,R2,1186,1374,Black or African American,Male
1437-1696-1372,1437,Level 1 - Use of Force,2014-04-24T14:41:00,S,R,R2,1696,1372,White,Male
1433-1788-1370,1433,Level 1 - Use of Force,2014-04-20T23:23:00,S,R,R3,1788,1370,Black or African American,Male
703-1648-713,703,Level 1 - Use of Force,2014-07-31T19:59:00,S,S,S2,1648,713,Black or African American,Male
921-1631-953,921,Level 1 - Use of Force,2014-08-25T17:00:00,S,R,R2,1631,953,Black or African American,Male
672-1792-620,672,Level 1 - Use of Force,2014-07-27T13:45:00,S,S,S2,1792,620,Hispanic or Latino,Male
1204-1110-1182,1204,Level 2 - Use of Force,2014-09-15T20:35:00,S,R,R1,1110,1182,Black or African American,Male
1203-1709-1183,1203,Level 2 - Use of Force,2014-09-15T20:40:00,S,R,R1,1709,1183,Black or African American,Male
1440-1078-1376,1440,Level 1 - Use of Force,2014-04-25T05:14:00,SW,W,W2,1078,1376,Black or African American,Female
1441-483-1376,1441,Level 1 - Use of Force,2014-04-25T05:14:00,SW,W,W2,483,1376,Black or African American,Female
633-1169-603,633,Level 1 - Use of Force,2014-07-25T21:38:00,S,O,O2,1169,603,White,Male
861-1602-888,861,Level 1 - Use of Force,2014-08-16T17:11:00,S,O,O1,1602,888,Black or African American,Male
9752-1836-7380,9752,Level 1 - Use of Force,2016-02-10T15:44:00,S,O,O1,1836,7380,White,Male
13507-1698-11171,13507,Level 1 - Use of Force,2016-11-22T06:27:00,S,O,O1,1698,11171,,Male
13508-2160-11171,13508,Level 1 - Use of Force,2016-11-22T06:31:00,S,O,O1,2160,11171,,Male
925-1101-960,925,Level 1 - Use of Force,2014-08-25T23:30:00,S,S,S1,1101,960,Black or African American,Male
936-279-960,936,Level 1 - Use of Force,2014-08-25T23:00:00,S,S,S1,279,960,Black or African American,Male
939-1648-960,939,Level 1 - Use of Force,2014-08-25T23:30:00,S,S,S1,1648,960,Black or African American,Male
943-1054-960,943,Level 1 - Use of Force,2014-08-25T23:30:00,S,S,S1,1054,960,Black or African American,Male
952-1213-978,952,Level 1 - Use of Force,2014-08-27T17:49:00,S,R,R2,1213,978,Black or African American,Male
1039-1764-1045,1039,Level 1 - Use of Force,2014-09-05T11:15:00,S,O,O1,1764,1045,White,Male
1049-1746-1045,1049,Level 1 - Use of Force,2014-09-05T11:15:00,S,O,O1,1746,1045,White,Male
16700-1764-8787,16700,Level 1 - Use of Force,2017-08-03T05:30:00,S,O,O1,1764,8787,White,Female
1040-1227-1045,1040,Level 1 - Use of Force,2014-09-05T11:15:00,W,K,K3,1227,1045,White,Male
1051-1590-1056,1051,Level 1 - Use of Force,2014-09-07T01:06:00,S,S,S1,1590,1056,Black or African American,Male
455-927-413,455,Level 1 - Use of Force,2014-07-10T17:45:00,W,K,K3,927,413,Black or African American,Male
458-1730-413,458,Level 1 - Use of Force,2014-07-10T17:44:00,W,K,K3,1730,413,Black or African American,Male
459-865-413,459,Level 1 - Use of Force,2014-07-10T17:46:00,W,K,K3,865,413,Black or African American,Male
18737-2161-14821,18737,Level 1 - Use of Force,2017-12-16T13:20:00,W,K,K3,2161,14821,White,Male
1036-1193-1031,1036,Level 2 - Use of Force,2014-08-31T03:30:00,SW,W,W3,1193,1031,Hispanic or Latino,Male
1456-1046-1382,1456,Level 1 - Use of Force,2014-04-18T04:00:00,N,N,N2,1046,1382,White,Male
1418-1201-1362,1418,Level 1 - Use of Force,2014-04-18T11:00:00,E,G,G3,1201,1362,White,Male
1454-1581-1381,1454,Level 1 - Use of Force,2014-04-18T14:46:00,E,C,C1,1581,1381,White,Male
1444-1755-1379,1444,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,1755,1379,Black or African American,Male
1446-456-1379,1446,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,456,1379,Black or African American,Male
1448-948-1379,1448,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,948,1379,Black or African American,Male
1449-1172-1379,1449,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,1172,1379,Black or African American,Male
1450-780-1379,1450,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,780,1379,Black or African American,Male
1451-1738-1379,1451,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,1738,1379,Black or African American,Male
1452-359-1379,1452,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,359,1379,Black or African American,Male
1453-359-1379,1453,Level 1 - Use of Force,2014-04-26T21:00:00,W,M,M1,359,1379,Black or African American,Male
1476-1197-1428,1476,Level 1 - Use of Force,2014-04-18T12:05:00,N,U,U1,1197,1428,Black or African American,Female
1478-844-1428,1478,Level 1 - Use of Force,2014-04-18T12:25:00,N,U,U1,844,1428,Black or African American,Female
1482-925-1428,1482,Level 1 - Use of Force,2014-04-18T12:25:00,N,U,U1,925,1428,Black or African American,Female
1479-724-1428,1479,Level 1 - Use of Force,2014-04-18T12:25:00,N,U,U1,724,1428,Black or African American,Female
1469-1540-1426,1469,Level 1 - Use of Force,2014-04-26T20:03:00,S,R,R3,1540,1426,Black or African American,Male
1470-1110-1426,1470,Level 1 - Use of Force,2014-04-26T20:03:00,S,R,R3,1110,1426,Black or African American,Male
1471-1607-1426,1471,Level 1 - Use of Force,2014-04-26T20:03:00,S,R,R3,1607,1426,Black or African American,Male
1472-1770-1426,1472,Level 1 - Use of Force,2014-04-26T20:03:00,S,R,R3,1770,1426,Black or African American,Male
1475-1769-1432,1475,Level 1 - Use of Force,2014-04-27T21:31:00,N,U,U1,1769,1432,Black or African American,Male
1473-142-1427,1473,Level 1 - Use of Force,2014-04-28T12:17:00,W,M,M1,142,1427,Hispanic or Latino,Male
1483-825-1434,1483,Level 1 - Use of Force,2014-04-29T10:00:00,W,Q,Q1,825,1434,Hispanic or Latino,Male
1485-689-1436,1485,Level 1 - Use of Force,2014-04-29T13:36:00,N,N,N2,689,1436,White,Male
1486-829-1436,1486,Level 1 - Use of Force,2014-04-29T13:36:00,N,N,N2,829,1436,White,Male
28982-1608-1587,28982,Level 1 - Use of Force,2018-06-22T17:41:00,N,N,N2,1608,1587,White,Male
12788-1615-3583,12788,Level 1 - Use of Force,2016-09-19T18:43:00,N,N,N2,1615,3583,Asian,Male
28977-1608-16975,28977,Level 1 - Use of Force,2018-06-22T14:34:00,N,N,N2,1608,16975,White,Female
1496-1039-1449,1496,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,1039,1449,Black or African American,Female
1580-560-1449,1580,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,560,1449,Black or African American,Female
1581-1555-1449,1581,Level 1 - Use of Force,2014-04-30T18:45:00,SW,W,W1,1555,1449,Black or African American,Female
1611-70-1449,1611,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,70,1449,Black or African American,Female
1496-1039-1450,1496,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,1039,1450,Black or African American,Female
1611-70-1451,1611,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,70,1451,White,Female
1580-560-1450,1580,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,560,1450,Black or African American,Female
1581-1555-1450,1581,Level 1 - Use of Force,2014-04-30T18:45:00,SW,W,W1,1555,1450,Black or African American,Female
1611-70-1450,1611,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,70,1450,Black or African American,Female
1496-1039-1451,1496,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,1039,1451,White,Female
1580-560-1451,1580,Level 1 - Use of Force,2014-04-30T18:32:00,SW,W,W1,560,1451,White,Female
1581-1555-1451,1581,Level 1 - Use of Force,2014-04-30T18:45:00,SW,W,W1,1555,1451,White,Female
334-948-287,334,Level 2 - Use of Force,2014-06-25T17:13:00,W,M,M3,948,287,Black or African American,Male
335-619-287,335,Level 2 - Use of Force,2014-06-25T17:13:00,W,M,M3,619,287,Black or African American,Male
336-1164-287,336,Level 2 - Use of Force,2014-06-25T17:13:00,W,M,M3,1164,287,Black or African American,Male
338-1666-287,338,Level 2 - Use of Force,2014-06-25T17:15:00,W,M,M3,1666,287,Black or African American,Male
15991-1239-12673,15991,Level 2 - Use of Force,2017-06-11T11:40:00,W,M,M3,1239,12673,Black or African American,Male
18039-1637-13785,18039,Level 1 - Use of Force,2017-09-05T23:03:00,W,M,M3,1637,13785,Black or African American,Male
15990-1697-12673,15990,Level 2 - Use of Force,2017-06-11T11:39:00,W,M,M3,1697,12673,Black or African American,Male
359-1697-309,359,Level 2 - Use of Force,2014-06-29T03:20:00,W,M,M1,1697,309,White,Male
360-1265-309,360,Level 2 - Use of Force,2014-06-29T03:20:00,W,M,M1,1265,309,White,Male
494-1734-450,494,Level 2 - Use of Force,2014-07-14T21:52:00,W,M,M1,1734,450,White,Male
495-1708-450,495,Level 2 - Use of Force,2014-07-14T21:52:00,W,M,M1,1708,450,White,Male
496-490-450,496,Level 2 - Use of Force,2014-07-14T21:52:00,W,M,M1,490,450,White,Male
922-907-959,922,Level 2 - Use of Force,2014-08-25T17:15:00,SW,W,W1,907,959,White,Male
1052-1690-1055,1052,Level 1 - Use of Force,2014-09-07T20:36:00,E,E,E2,1690,1055,Black or African American,Male
1054-1225-1055,1054,Level 1 - Use of Force,2014-09-07T20:36:00,E,E,E2,1225,1055,Black or African American,Male
21454-4746-15731,21454,Level 2 - Use of Force,2018-03-03T01:34:00,E,E,E2,4746,15731,White,Male
800-1561-818,800,Level 2 - Use of Force,2014-08-11T16:51:00,E,E,E2,1561,818,White,Male
801-1581-818,801,Level 2 - Use of Force,2014-08-11T16:51:00,E,E,E2,1581,818,White,Male
805-208-818,805,Level 2 - Use of Force,2014-08-11T16:57:00,E,E,E2,208,818,White,Male
1504-1752-1453,1504,Level 1 - Use of Force,2014-09-26T22:54:00,N,N,N1,1752,1453,Black or African American,Male
1504-1752-1454,1504,Level 1 - Use of Force,2014-09-26T22:54:00,N,N,N1,1752,1454,White,Male
1546-1559-1508,1546,Level 1 - Use of Force,2014-05-08T20:13:00,N,N,N3,1559,1508,White,Male
1547-1108-1508,1547,Level 1 - Use of Force,2014-05-08T20:13:00,N,N,N3,1108,1508,White,Male
1547-1108-1509,1547,Level 1 - Use of Force,2014-05-08T20:13:00,N,N,N3,1108,1509,White,Male
18086-2103-14335,18086,Level 1 - Use of Force,2017-11-05T13:00:00,N,N,N3,2103,14335,White,Male
1549-1682-341,1549,Level 1 - Use of Force,2014-05-01T21:00:00,W,D,D2,1682,341,White,Male
1836-1708-1020,1836,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1708,1020,,
1785-1659-1708,1785,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1659,1708,,
1791-1685-1708,1791,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1685,1708,,
1820-1672-1708,1820,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1672,1708,,
1812-769-1708,1812,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,769,1708,,
1814-1582-1708,1814,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1582,1708,,
1802-1616-1708,1802,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1616,1708,,
1804-1176-1708,1804,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1176,1708,,
1847-1599-1708,1847,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1599,1708,,
1837-898-1708,1837,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,898,1708,,
1839-639-1708,1839,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,639,1708,,
1823-1687-1708,1823,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1687,1708,,
1824-1204-1708,1824,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1204,1708,,
1827-1677-1708,1827,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1677,1708,,
1795-816-1708,1795,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,816,1708,,
1796-1265-1708,1796,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1265,1708,,
1850-758-1708,1850,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,758,1708,,
1851-1465-1708,1851,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1465,1708,,
1842-505-1708,1842,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,505,1708,,
1843-1711-1708,1843,Level 1 - Use of Force,2014-05-01T20:54:00,W,D,D2,1711,1708,,
1560-1577-1513,1560,Level 1 - Use of Force,2014-05-02T20:25:00,W,Q,Q3,1577,1513,White,Male
1561-1775-1513,1561,Level 1 - Use of Force,2014-05-02T20:21:00,W,Q,Q3,1775,1513,White,Male
1558-1106-1512,1558,Level 1 - Use of Force,2014-05-01T23:59:00,W,D,D1,1106,1512,White,Male
1562-1720-65,1562,Level 1 - Use of Force,2014-05-11T13:11:00,N,N,N1,1720,65,White,Male
1563-816-1514,1563,Level 1 - Use of Force,2014-05-11T14:37:00,N,N,N2,816,1514,Hispanic or Latino,Male
1615-930-1548,1615,Level 1 - Use of Force,2014-05-20T11:32:00,N,N,N2,930,1548,Black or African American,Male
1368-1636-1339,1368,Level 1 - Use of Force,2014-09-23T13:09:00,SW,F,F1,1636,1339,Black or African American,Male
1369-1694-1339,1369,Level 1 - Use of Force,2014-09-23T13:09:00,SW,F,F1,1694,1339,Black or African American,Male
1573-1157-1522,1573,Level 1 - Use of Force,2014-05-14T21:14:00,W,M,M1,1157,1522,Black or African American,Female
1574-970-1522,1574,Level 1 - Use of Force,2014-05-14T21:14:00,W,M,M1,970,1522,Black or African American,Female
1571-1547-1521,1571,Level 1 - Use of Force,2014-05-14T19:45:00,SW,F,F2,1547,1521,American Indian/Alaska Native,Male
1569-1796-245,1569,Level 1 - Use of Force,2014-05-12T15:42:00,N,L,L1,1796,245,Black or African American,Male
1570-188-245,1570,Level 1 - Use of Force,2014-05-12T15:42:00,N,L,L1,188,245,Black or African American,Male
1572-1582-245,1572,Level 1 - Use of Force,2014-05-12T15:42:00,N,L,L1,1582,245,Black or African American,Male
1566-549-1517,1566,Level 1 - Use of Force,2014-05-13T15:19:00,S,R,R2,549,1517,Hispanic or Latino,Male
3449-1271-3033,3449,Level 1 - Use of Force,2015-01-21T21:10:00,S,R,R2,1271,3033,Black or African American,Male
4722-1207-4086,4722,Level 1 - Use of Force,2015-04-19T09:00:00,S,R,R2,1207,4086,Black or African American,Male
1567-1803-1518,1567,Level 1 - Use of Force,2014-05-11T16:05:00,N,L,L1,1803,1518,White,Male
1575-1575-1523,1575,Level 1 - Use of Force,2014-05-29T18:49:00,X,X,XX,1575,1523,American Indian/Alaska Native,Female
1576-1566-1523,1576,Level 1 - Use of Force,2014-05-29T18:49:00,X,X,XX,1566,1523,American Indian/Alaska Native,Female
1577-1213-1524,1577,Level 1 - Use of Force,2014-05-29T18:49:00,X,X,XX,1213,1524,White,Female
1525-1629-1468,1525,Level 1 - Use of Force,2014-09-28T19:50:00,N,L,L2,1629,1468,Black or African American,Female
1589-1270-1532,1589,Level 2 - Use of Force,2014-06-27T13:40:00,S,R,R2,1270,1532,White,Male
1590-1228-1532,1590,Level 1 - Use of Force,2014-06-27T13:40:00,S,R,R2,1228,1532,White,Male
1586-1128-1531,1586,Level 1 - Use of Force,2014-05-15T23:30:00,S,O,O1,1128,1531,Asian,Male
1587-1802-1531,1587,Level 1 - Use of Force,2014-05-15T10:36:00,S,O,O1,1802,1531,Asian,Male
